id,sentence,japanese,answer
864,____ honey ____ sugar,砂糖の代わりにはちみつを使う,substitute for
864,____ ____ her,彼女の代役をする,substitute for
864,a ____ national holiday,振替休日,substitute
864,There is no ____ ____ experience.,経験に代わるものはない.,substitute for
865,____ an application form,申込用紙を提出する,submit
865,____ ____ authority,権力に従う,submit to
866,____ ____ ____ nuclear power,原子力の代わりになるもの,an alternative to
866,There is no other ____.,ほかの選択肢がない.,alternative
866,____ energy sources,代替エネルギー源,alternative
867,____ pizzas,ピザを配達する,deliver
867,____ his inaugural address,(彼の)就任演説をする,deliver
868,____ several photos,何枚かの写真を同封する,enclose
868,be ____ by high walls,高い塀に囲まれている,enclosed
869,put a stamp on the ____,封筒に切手を貼る,envelope
870,____ ____ ____ Kevin,ケビンにいたずらをする,play tricks on
870,use cheap ____ to get promoted,出世のために小細工をする,tricks
870,teach a dog some ____,イヌに芸を教える,tricks
870,learn the ____ of the trade,商売のコツをつかむ,tricks
870,____ him ____ ____ his money,彼をだましてお金を巻き上げる,trick out of
871,carry a heavy ____ on my back,重い荷物を背負う,load
871,be ____ ____ timber,材木が積まれている,loaded with
872,the ____ of her bag,彼女のかばんの中身,contents
872,I'm ____ ____ my current job.,今の仕事に満足している.,content with
873,"a survey of 2,000 ____","2,000 世帯の調査",households
873,do ____ chores,家事(家庭の雑事)をする,household
874,antibacterial ____,抗菌グッズ,goods
874,Walking will ____ you ____.,歩くのはいいよ(あなたに利益をもたらす).,do good
874,a ____ many hours,かなりの時間,good
875,spend a lot of money on ____,ぜいたく品に多額のお金を使う,luxuries
875,a ____ hotel,豪華なホテル,luxury
876,Do you accept ____ cards?,クレジットカードは使えますか。,credit
876,All the ____ goes to him.,すべて彼の手柄（功績）だ。,credit
876,cannot get ____ simply by attending class,授業に出るだけでは単位はもらえない,credits
876,He ____ ____ ____ that invention.(=That invention ____ ____ ____ him.),その発明は彼の功績だ（彼はその発明の功績があると認められる）。,is credited with is credited to
877,a survey using a ____,アンケート（を用いた）調査,questionnaire
878,____ ____ ____ under the name of Sophie,ソフィーの名前で予約する,make a reservation
878,have ____ about the proposal,その提案に対して慎重な姿勢を保つ,reservations
879,____ ____ ____ ____ trival things,くだらないことで大騒ぎする,make a fuss about
880,____ ____ ____ the job,その仕事に対する報酬,the reward for
880,____ children ____ behaving well,いい子にしていたので子どもたちに褒美をあげる,reward for
881,have a ____ ____,送別会を開く,farewell party
882,receive a warm ____,暖かい歓迎を受ける,reception
882,leave the key at ____ ____ ____,（ホテルの）フロントにかぎを預ける,the reception desk
882,The phone ____ is not good here.,ここは電波（の受信状況）がよくない。,reception
883,____ ____ ____ ____ roast beef,大盛りのローストビーフ,a large portion of
883,eat two ____ of spaghetti,スパゲッティを２人前食べる,portions
883,a ____ of his income,彼の収入の一部,portion
884,"ccok, clean, and ____ ____ ____",料理、掃除、洗濯をする,do the laundry
884,____ ____ ____ ____,洗濯物を取り込む,bring the laundry in
884,a coin(-operated) ____,コインランドリー,laundry
885,I'll just ____ a little ____.,ちょっと昼寝をします。,take nap
885,____ after lunch,昼食後に昼寝をする,nap
886,"I ____ ____ at six a.m., but did not get up.",午前６時に目が覚めたが、起きなかった。,woke up
886,____ me ____ [×Wake up me] at five a.m.,午前５時に起こしてください。,Wake up
887,a soft drink ____ ____,清涼飲料水の自動販売機,vending machine
888,a local ____ (store),地元の食料雑貨店,grocery
888,put my ____ in a plastic bag,食料品をビニール袋に入れる,groceries
889,I ____ ____ ____ to see the dentist at five.,５時に歯医者の予約を入れている。,have an appointment
889,the ____ of new ministers,新たな大臣の任命,appointment
890,You'd better ____ your doctor.,医者に診てもらいなさい。,consult
890,____ a dictionary,辞書を引く,consult
890,____ ____ a friend about study methods,勉強の仕方について友だちに相談する,consult with
891,Koyasan ____ ____ ____ a World Heritage Site.,高野山は世界遺産に登録されている。,is registered as
891,____ ____ the first semester,前期の履修を登録する,register for
891,____ at the reception desk,フロントで記帳する,register
891,a class ____,クラス名簿,register
892,____ my hair brown,髪を茶色に染める,dye
892,an acid ____,酸性染料,dye
893,____ ____ the magazine,雑誌を定期購読する,subscribe to
893,cannot ____ ____ that opinion,その意見には賛成できない,subscribe to
894,Freedom of speech is ____ under the Constitution of Japan.,言論の自由は日本国憲法で保障されている。,guaranteed
894,a PC with a one-year ____,１年間の保証つきパソコン,guarantee
895,____ the table,テーブルを拭く,wipe
895,The entire village was ____ ____ by the tornado.,村全体が竜巻によって壊滅させられた。,wiped out
896,____ the floor with a broom,ほうきで床を掃く,sweep
896,The flood ____ ____ the bridge.,洪水が橋を押し流した。,swept away
897,____ at Rome,ローマで乗り換える,transfer
897,____ ____ the London branch,ロンドン支店に転勤する,transfer to
897,____ ____ ____ another department,別の部署に異動する(異動させられる),be transferred to
897,"____ 100,000 yen ____ his bank account",彼の銀行口座に10万円を振り込む,transfer to
898,They have ____.,彼らは離婚した。,divorced
898,____ my wife,妻と離婚する,divorce
898,a rise in the ____ rate,離婚率の増加,divorce
899,A terrible ____ awaited them.,恐ろしい運命が彼らを待ち受けていた。,fate
900,It was his ____ ____ save his nation.,国を救うことが彼の運命だった。,destiny to
901,ice cream with agreen tea ____,抹茶味のアイスクリーム,flavor
902,the ____ of roses,バラの香り,perfume
902,wear a cheap ____,安物の香水をつけている,perfume
903,the ____ of lasagne,ラザニアの材料,ingredients
903,the essential ____ of a great team,すばらしいチームに不可欠な要素,ingredient
903,active ____ in these cosmetics,これらの化粧品の有効成分,ingredients
904,a ____ experience,つらい経験,bitter
904,____ ____ ____ the way I have been treated,今までの扱われ方に憤慨する,feel bitter about
905,prefer ____ ____ ____ to a window seat,窓側の席より通路側の席の方が好きだ,an aisle seat
906,____ ____ ____ my schedule,スケジュール管理をする(スケジュールの経過を追う),keep track of
906,This train leaves from ____ 5.,この電車は5番線から発車します。,track
906,____ the place with rader,レーダーで飛行機を追跡する,track
907,an election ____,選挙区,district
908,indoor sports ____,室内スポーツ施設,facilities
908,have a great ____ for language,語学のすぐれた才能がある,facility
909,line up in order of ____,身長順に並ぶ,height
909,I am scared of ____.,私は高所恐怖症です。,heights
909,____ ____ ____ ____ the tourist season,観光シーズンの最盛期に,at the height of
910,a ____[×far] island,速い鳥,distant
911,"New Mexico ____ ____ 2,240 meters above sea level.","ニューメキシコは海峡2,240メートルの位置にある。",is located
911,____ the restaurant on the map,地図でレストランの場所を見つける,locate
912,____ two seats on the train,電車で２つの席を占有する,occupy
913,a mansion ____ ____ red brick walls,赤れんがの塀に囲まれたお屋敷,surrounded by
914,____[×classic] music,クラシック音楽,classical
914,____ literature,(ギリシャ，ローマの)古典文学,classical
915,an advanced ____,高度な文明,civilization
916,the culture ____ of Japan,日本の文化遺産,heritage
917,a film ____,映画の台本,script
917,in Arabic ____,アラビア文字で,script
917,try to read his badly written ____,彼の下手な文字を読もうとする,scripts
918,a Japanese ____ ____,日本の民話,folk tale
919,the Nobel Prize in ____,ノーベル文学賞,Literature
919,the medical ____,医学に関わる文献,literature
920,9/11 was  a terrible ____.,9/11(の同時多発テロ)は本当に悲劇だった。,tragedy
921,learn a lot of ____ by heart,多くの詩を暗記する,poetry
922,a ____ of Helen Keller,ヘレン・ケラーの伝記,biography
923,the ____[×word] ?digital native”,『デジタルネイティブ』という言葉,term
923,the autumn ____,秋学期,term
923,I am on good ____ ____ her after our divorce.,離婚後も彼女と良好な関係にある。,terms with
923,I'll only take the lob ____ ____ ____ ____.,私の条件を受け入れていただけないなら，その仕事はやりません。,on my own terms
924,"____ ____ ____ ____ [says], time flies.","諺にもあるように,光陰矢の如しだ.",As the proverb goes
925,speak in the Kansai ____,関西弁で話す,dialect
926,He speaks ____ Spanish.(=He ____ ____ ____ Spanish.),彼はスペイン語が流暢だ.,fluent is fluent in
927,____ a sentence literally,文を直訳する(文字どおりに文を訳す),translate
927,Anger can ____ ____ violence.,怒りは暴力に変わり得る.,translate into
928,Obesity is ____ ____ a BMI of 30 or above. (*BMI=body mass index「体格指数」),肥満はBMI0 以上と定義されている.,defined as
928,____ our duties,私たちの任務を規定する,define
929,____ his silence ____ a refusal,彼の沈黙を拒否と解釈する,interpret as
929,____ foreign languages,外国語を通訳する,interpret
929,I'll ____ for you.,僕が君のために通訳をします.,interpret
930,____ a passage ____ the Bible,聖書の一節を引用する,quote from
930,____ $100 ____ this table,このテーブルに100ドルの価格を提示する,quote for
930,a ____ ____ a paper,論文からの引用,quote from
930,the original ____,最初の提示価格,quote
931,"The word bonen-kai ____ means ""a forget-the-year party.""",「忘年会」は文字どおりには「年を忘れる会」を意味する.,literally
932,Research ____ ____ the medicine can be harmful to children.,研究はその薬が子どもに害があるかもしれないことを示している.,indicates that
932,____ a place on a map,地図上の場所を指す,indicate
933,____ a secret ____ her,彼女に秘密を漏らす,reveal to
934,____ the results of the election,選挙の結果を発表する,announce
935,The interview with him was ____ ____.,彼のインタビューは生放送された.,broadcast live
935,watch a ____ ____ of a baseball game,野球の試合の生放送を見る,live broadcast
936,____ (that) it is false (=____ it (to be) false),それが偽物だと証明する,prove prove
936,The rumor ____ (____ be) true.,そのうわさは本当だとわかった.,proved to
937,____ the concert,コンサートを宣伝する,advertise
938,Let me ____ my point.,言いたいことを明確にします.,clarify
939,____ specialist advice,専門家の意見を求める,seek
939,____ ____ achieve a goal,目的を達成しようと努める,seek to
940,____ an audience,観客を楽しませる,entertain
940,____ them ____ Italian cuisine,イタリア料理で彼らをもてなす,entertain with
941,The clown ____ us all. (*ピエロ(pierrot)は〈仏〉.),そのピエロは私たちみんなを楽しませた.,amused
942,The pop star's marriage ____ media attention.,人気スターの結婚はマスコミの関心を引きつけた.,attracted
943,I ____ ____ ____ the Sagrada Familia.,サグラダファミリアに魅了された.,was fascinated by
944,I ____ ____ ____ a book.,私は本に夢中になっていた.,was absorbed in
944,____ water,水を吸収する,absorb
945,I am very ____ ____ ramen.,私はラーメンが大好きだ.,fond of
945,bring back ____ memories,懐かしい思い出をよみがえらせる,fond
946,Oh! You ____ me!,"もう,びっくりしたじゃない(あなたは私を怯えさせた).",scared
947,I ____ ____ ____ hear a man shout.,"男が叫ぶのを聞いて,ぎょっとした.",was alarmed to
947,cry out ____ ____,恐怖を感じて叫ぶ,in alarm
948,Sam ____ me ____ his cooking skills.,サムはその料理の腕で私を驚かせた.,amazed with
949,Her habit of biting her nails ____ me.,彼女の爪をかむ癖は私をいらいらさせる,irritates
950,The news ____ her.,その知らせは彼女を動揺させた.,upset
950,____ the environmental balance,環境のバランスを乱す,upset
950,____ ____ ____ a friend's death,友だちの死に動揺する,be upset about
951,What ____ me is why she can't understand me.,"私を当惑させるのは,なぜ彼女は私の言うことが理解できないかだ.",puzzles
951,"a 2,000-piece jigsaw ____","2,000 ピースのジグソーパズル",puzzle
952,His reply ____ me.,彼の返答は私を困惑させた.,confused
952,____ Nancy ____ her twin sister,ナンシーを双子の姉妹と混同する,confuse with
953,I ____ ____ ____ his long speech.,彼の長い話にうんざりした.,was bored with
954,I ____ ____ because I could not express myself well.,うまく表現できなくてもどかしい思いをした.,felt frustrated
954,His plan ____ ____ ____ a lack of money.,彼の計画はお金がなかったため頓挫した.,was frustrated by
955,I ____ ____ ____ the soccer game.,サッカーの試合にがっかりした.,was disappointed with
956,I ____ ____ ____ using the wrong fork at dinner.,"夕食時,フォークを使い間違えて恥ずかしかった.",was embarrassed about
957,I'____ ____ ____ hurting her feelings.,彼女の気持ちを傷つけたことを恥じている.,m ashamed of
958,____ ____ ____ living alone,ひとり暮らしは不安だ,feel uneasy about
959,Please do not ____ ____ contact me if you have any questions.,質問があればどうぞご遠慮なく連絡して(連絡するのをためらわないで)ください.,hesitate to
960,I ____ ____ ____ go with him.,彼と一緒に行くのは気が進まなかった.,was reluctant to
961,The little girl was ____ ____ ____.,その少女は恐怖で震えていた.,trembling with fear
962,____ ____ how clever my son is,私の息子がどれほど賢いかを自慢する,boast about
962,Our school ____ a long history of 110 years.,我が校は110年という長い歴史を誇っている.,boasts
963,____ ____ ____ his promotion,彼の昇進が妬ましい,be jealous of
964,____ him ____ his wealth,財産のことで彼を羨ましく思う,envy for
964,feel ____ at her success,彼女の成功を羨む(羨望を感じる),envy
965,____ ____ the children to be quiet,子どもたちに静かにせよと叱る(大声で言う),yell at
965,let out a ____ of delight,喜びの叫び声をあげる,yell
966,____ Gandhi,ガンジーを尊敬する,respect
966,____ his judgement,彼の判断を尊重する,respect
966,a deep ____ ____ the aged,老人への深い敬意,respect for
966,differ ____ this ____,この点で異なる,in respect
967,a deep sense of ____,深い絶望感,despair
968,show my ____,感情を表に出す,emotions
969,have deep ____ ____ the victims,犠牲者たちに本当に同情する,sympathy for
969,be in ____ ____ his opinion,彼の考えに共感する,sympathy with
970,It's a ____ that you didn't see that movie.,あなたがその映画を見ていないのは残念です.,shame
970,"To my ____, I lied to him.","恥ずかしながら,私は彼にうそをついた.",shame
971,boost my ____,(私の)自信を高める,confidence
971,I have great ____ ____ my staff.,私は職員を全面的に信頼している.,confidence in
972,have the ____ ____ say no,断る勇気を持つ,courage to
973,have a ____ ____ music,音楽への情熱を持っている,passion for
974,experience the ____ ____ ____ of life,人生の苦楽を経験する,joys and sorrows
975,completely ____ him,完全に彼を無視する,ignore
976,His jokes ____ Irish people.,彼の冗談はアイルランドの人たちを怒らせた.,offended
977,The rainy weather ____ me.,雨天ですっかり気がめいってしまった.(私を落ち込ませた).,depressed
978,I ____ my success ____ him.,私の成功は彼のおかげだ.,owe to
978,"I ____ 2,000 yen ____ him.","*彼に2,000円を借りている.(*は重点を示す.)",owe to
978,"I ____ him 2,000 yen.","彼に*2,000円を借りている.(*は重点を示す.)",owe
979,overcome my ____ of snakes,へビに対する恐怖を克服する,fear
979,____ ____ we may not receive a pension,年金をもらえないかもしれないと恐れる,fear that
979,____ ____ it will rain tomorrow,明日雨が降らないかを心配する,fear that
980,____ ____ ____ reducing stress,ストレスを減らすやり方,a method for
981,receive a great deal of ____ attention,メディアにとても注目される,media
981,"What size shirt do you wear - small, ____, or large?","あなたのシャツのサイズは,小,中,大のどれですか.",medium
982,____ ____ ____ communication,意思疎通の手段,a means of
982,live beyond my ____,収入以上の暮らしをする,means
983,You are correct to some ____.,君はある程度正しい.,extent
984,It's ____ hot outside.,外はひどく暑い.,extremely
985,the ____ cost,総費用,total
985,____ ____ stranger,赤の(まったくの)他人,a total
985,The ____ ____ ____ 50 dollars. (*レジで使われる表現),合計50 ドルです.,total comes to
986,Our customers are ____ women.,私たちのお客様は大部分が女性だ.,largely
986,____ because of its beauty,主にその美しさのために,largely
987,get moderate ____,適度な運動をする,exercise
988,feel ____ sad,いくぶん悲しい気分だ,somewhat
989,a ____ difference in meaning,かすかな意味の違い,subtle
990,"It will take two weeks, ____ longer.","週間,ひよっとしたらそれ以上かかるかもしれない.",possibly
990,I cannot ____ solve this problem.,この問題がどうしても解けない.,possibly
991,"After changing jobs many times, I ____ found a job in a bank.","何度も転職を繰り返したあと,最終的に,銀行に就職しました.",eventually
992,Rich people are not ____ happy.,金持ちが必ずしも幸せとは限らない.,necessarily
993,talk ____ with a friend,友だちと率直に話し合う,frankly
994,"____, my car was stolen right in front of the police station.","皮肉なことに,私の車は警察署の真ん前で盗まれた.",Ironically
995,"Smoking is bad for you. ____, it costs a lot.",喫煙は体に悪い.その上お金がかかる,Moreover
996,Hurry up; ____ you'll be late.,急げ!さもないと遅れるぞ.,otherwise
996,This room is small but ____ perfect.,"この部屋は狭いが,ほかの点では申し分ない.",otherwise
996,"They say that the movie is wonderful, but I think ____.","その映画はすばらしいと言うが,私は違うと思う(違うように考える).",otherwise
997,"____ of gender, race, or nationality","性別,民族,国籍とは無関係に",regardless
998,This ring is ____ over two million dollars.,この指輪は200万ドル以上の価値がある.,worth
998,The film is ____ seeing.(*see the filmの関係),その映画は見る価値がある.,worth
998,"$100,000 ____ ____ damage",10万ドル相当の被害,worth of
999,____ ____ a public poll,世論調査によると,according to
999,Charges vary ____ ____ size.,料金は大きさによって変わります.,according to
1000,"The soccer match was held, ____ the heavy rain.","大雨にもかかわらず,そのサッカーの試合は行われた.",despite
1001,____ a new program,新しい計画を提案する,propose
1001,get down on my knee to ____ ____ her,片膝ついて彼女にプロポーズする,propose to
1002,____ his proposal ____ unrealistic,非現実的だとして彼の提案を退ける,dismiss as
1002,____ the employees,従業員を解雇する,dismiss
1003,(God)____ you!,お大事に(神があなたを祝福しますように),bless
1004,his ____ days as a college basketball star,大学バスケットボールのスター選手としての彼の栄光の日々,glory
1005,____ ____ his shoes,彼の靴への誉め言葉,compliments on
1005,____ her ____ her new hairstayle,新しい髪形について、彼女を褒める,compliment on
1006,the wedding ____,結婚式の宴席,feast
1006,This movie festival is a ____ ____ cinema-goers.,この映画祭は映画好きにはたまらない。,feast for
1007,He ____ that he was innocent.,彼は無実だとはっきり述べた。,declared
1007,Do you have anything to ____?,申告するものはありますか。,declare
1008,____ the issue of global warming,地球温暖化の問題を強調する,highlight
1008,the ____ of the show,そのショーの見所,highlight
1009,Alex ____ that he would resign.,アレックスは辞意をほのめかした。,implied
1010,____ a poem,詩を暗唱する,recite
1011,the sun's ____,太陽光線,rays
1011,take an X-____,レントゲン(エックス線)検査を受ける,ray
1011,____ ____ ____ hope,一縷の望み,a ray of
1012,The workers were exposed to ____.,その労働者たちは被ばくした(放射線さらされた)。,radiation
1013,____ experiments,研究室での実験,laboratory
1014,Water is made up of ____ and hydrogen.,水は酸素と水素から出来ている。,oxygen
1015,a water ____,水分子,molecule
1016,a chemical ____,化合物,compound
1016,"""Duty-free"" is a ____ word.",「免税の」は複合語だ。,compound
1017,nerve ____,神経組織,tissue
1017,take a ____[×tissue paper],ティッシュペーパーを取る,tissue
1018,remove the cencerous ____,がん細胞を除去する,cells
1018,a fuel ____,燃料電池,cell
1018,spend a week in a ____,独房で一週間過ごす,cell
1019,the ____ for black hair,黒い髪の遺伝子,gene
1020,a cencer-causing ____,発がん性物質,substance
1020,a rumor with no ____,根拠のないうわさ,substance
1021,____ fuel,固形燃料,solid
1021,____ gold,純金(ぎっしり詰まった金),solid
1021,change from ____ to liquids,固体から液体に変化する,solids
1022,Jupiter's sixth ____,木星の6番目の衛星,satellite
1022,a communications ____,通信衛星,satellite
1023,the moon's ____ around the earth,地球を回る月の軌道,orbit
1023,The earth takes one year to ____ the sun.,地球は太陽の周りを年で周する.,orbit
1024,____ a Sun probe,太陽探査機を打ち上げる,launch
1024,____ a campaign against smoking,禁煙運動を始める,launch
1024,the ____ of a new product,新製品の発売,launch
1025,____ ____ ____ ____ break his record,彼の記録を破ろうと試みる,make an attempt to
1025,____ ____ escape,逃げようと試みる,attempt to
1026,have a remarkable ____ ____ learn language,目立った言語学習能力を有している,capacity to
1026,be packed ____ ____,超満員(収容力いっぱい)で,to capacity
1027,This factory ____ ____ ____ producing 100 cars per hour.,この工場では1時間に100台もの車を生産できる.,is capable of
1027,a ____ attorney,有能な弁護士,capable
1028,I have ____ my ideal weight.,私は理想とする体重に達した.,attained
1028,____ the age of 18,18歳になる,attain
1029,make a ____ effort to succeed, 成功するために必死の努力をする,desperate
1029,a ____ shortage of water,絶望的な水不足,desperate
1030,She ____ herself to her work.,彼女は仕事に没頭した(仕事に自分自身を捧げた).,dedicated
1031,Do you feel any ____?,〈医者の発言〉痛みはありますか。,pain
1031,take ____ to improve my image,イメージアップに苦心する,pains
1032,work under a lot of ____,過度の負担の下で働く,strain
1032,____ a muscle in my leg,足の筋肉を痛める,strain
1033,a ____ for colds,かぜの治療法,remedy
1033,a ____ for unemployment,失業対策,remedy
1034,buy medicine at a nearby ____,近くの薬局で薬を買う,pharmacy
1035,emergency ____,救急医,physicians
1035,the Royal college of ____,英国王立内科医協会,Physicians
1036,eating ____,摂食障害,disorders
1037,Terry is three-months ____.,テリーは妊娠3か月だ.,pregnant
1038,a ____ test,臨床試験,clinical
1039,____ people by laying my hands on their bodies,体に手を当てて人々を治す,heal
1039,The injury will ____ quickly.,傷はすぐに治るだろう.,heal
1040,My dog was ____ ____ a virus[v?iaras].,うちのイヌはウイルスに感染した(感染させられた).,infected with
1041,____ my ____,足首をひねる,twist ankle
1042,stick up my ____,親指を立てる,thumb
1043,I've got a  pimple on my ____.,(私の)おでこににきびができた。,forehead
1044,stick up my ____,あごを突き出す,chin
1045,have a ____ X-ray examination,胸部のレントゲン検査を受ける,chest
1045,a large wooden ____,大きな木の箱,chest
1046,early detection of ____ cancer,乳がんの早期発見,breast
1047,the heart and the ____,(ヒトの)心肺,lungs
1048,wait for an ____ ____,臓器移植を待つ,organ transplant
1048,play the ____,オルガンを弾く,organ
1049,"have good[normal,poor] ____",視力が良い[正常だ、悪い],vision
1049,his ____ for Japan's future,日本の未来の彼の予想図,vision
1049,a leader ____ ____,先見の明のある指導者,with vision
1050,a model of the human ____,ヒトの骸骨の模型,skeleton
1051,lose all ____ in my toes,足の指先の感覚がなくなる,sensation
1051,I had the ____ that I was being followed.,後をつけられているのではないかという感じがした。,sensation
1052,Does the restaurant have ____ ____ ____?,そのレストランには服装規定はありますか。,a dress code
1052,write ____ ____,暗号で書く,in code
1053,the ____ ____ today's meeting,本日の会議の議題,agenda for
1054,fight for ____ and equality,自由と平等のために戦う,liberty
1055,the International Olympic ____,国際オリンピック委員会,Committee
1056,a crime against ____,人類に対する犯罪,humanity
1056,a student of ____ ____,文系の学生,the humanities
1056,a teacher of deep ____,人間性あふれる教師,humanity
1057,in the history of ____,人類の歴史において,mankind
1058,an ____ ____ orthodontics,歯科矯正学の権威,authority on
1058,someone ____ ____,権力のある人,in authority
1058,the school ____,学校当局,authorities
1059,have a strong ____ ____ ____,正義感が強い,sense of justice
1060,have[buy] health ____,健康保険に入っている[入る],insurance
1061,suffer financial ____,お金で苦労する(経済的苦難に苦しむ),hardship
1062,live below the ____ line,最低(貧困)水準以下の暮らしをする,poverty
1063,The kitchen is ____ ____.,台所がめちゃくちゃ(大混乱)だ。,in chaos
1064,____ ____ ____ society,社会から孤立して,in isolation from
1065,a wine-producing ____,ワインの生産地域,region
1066,There is no ____ that she was at home at that time.,彼女がその時家にいたという証拠はない。,proof
1066,a ____ watch,防水の腕時計,waterproof
1067,"My microwave oven ____ ____ ____, so the repair was free.",私の電子レンジは保証期間中だったので、修理は無料だった。,was under warranty
1068,in ____,原則的には,principle
1068,a guiding ____ in my life,人生の指針となる信念,principle
1069,the ____ of life on Earth,地球上の生命の起源,origin
1070,____ ____ ____ ____ a picnic,ピクニックにはうってつけの環境,a perfect setting for
1070,the ____ ____ the novel,その小説の舞台,setting for
1071,a ____ to Saturn,土星への(飛行)任務,mission
1071,dispatch a ____ to North Korea,北朝鮮へ使節団を派遣する,mission
1071,a Christian ____,キリスト教の布教,mission
1072,the outline of the new ____,新企画の概要,project
1072,The cost ____ ____ ____ ____ 100 million dollars.,費用は１億ドルと見積もられた。,was projected to be
1072,be ____ onto a big screen,大きなスクリーンに映し出される,projected
1073,put up a ____,記念碑を建てる,monument
1074,a ____ in health care,医療の大改革,revolution
1075,sign ____ ____ ____ the team,そのチームと契約をする,a contract with
1075,____ a loan,ローンを契約する,contract
1075,____ a killer virus,致死ウイルスに感染する,contract
1076,improve the tourism ____,観光インフラを整備する,infrastructure
1077,____ ____ kidnappers,誘拐犯と交渉する,negotiate with
1077,____ a trade agreement,貿易協定を取り決める,negotiate
1078,We all ____ ____ preparing for the cultural festival.,私たち全員で協力して文化祭の準備をした。,cooperated in
1079,____ peace in the Middle East,中東での平和を回復する,restore
1079,____ the old church,その古い教会を修復する,restore
1080,Our school was ____ in 1918.,我が校は1918年に創立された。,founded
1081,the ____ Party,保守党,Conservative
1082,international ____,国際情勢,affairs
1082,the spy ____,スパイ事件,affair
1082,a triangular love ____,男女の三角関係(三角形の情事),affair
1083,the Central Intelligence ____(CIA),アメリカ中央情報局,Agency
1083,a travel ____,旅行代理店,agency
1084,the city ____,市議会,council
1085,the animal ____,動物界,kingdom
1085,the United ____,連合王国(＝英国),Kingdom
1086,the people's ____ of China,中華人民共和国,Republic
1087,the fall of the Roman ____,ローマ帝国の崩壊,Empire
1088,____ economic ____ ____ developing countries,発展途上国へ経済援助を行う,give aid to
1089,the government's educational ____(s),政府の教育改革,reform
1090,the foreign ____,外務大臣,minister
1090,a Baptist ____,バプティスト派の牧師,minister
1091,summon[dissolve] a ____,議会を招集する[解散する],parliament
1092,the issue of the Northern ____,北方領土問題,Territories
1092,Dogs use urine to mark their ____.,イヌはオシッコをすることで自分の縄張りを示す。,territory
1093,recent ____ ____,最近の世論調査,opinion polls
1093,go to ____ ____,投票に行く,the polls
1093,"____ 30,000 votes",3万票を獲得する,poll
1094,____ a ____ in real estate,不動産で一財産を作る,make fortune
1094,____ ____ ____ with playing cards,トランプで彼の運勢を占う,tell his fortune
1095,intellectual ____,知的財産,property
1095,the ____ of dissolving in water,水に溶ける特性,property
1095,a fence marking the ____'s boundaries,所有地の境界を示す柵,property
1096,manage ____ effetively,資金を有効に活用する,funds
1096,the International Monetary ____(IMF),国際通貨基金,Fund
1096,The museum ____ ____ by local people.,その博物館は地元民が資金を出し合って(運営して)いる。,is funded
1097,make money ____ ____ ____ ____,株(式市場)でもうける,on the stock market
1097,goods ____ ____,在庫品,in stock
1098,manual ____,肉体労働,labor
1098,skilled ____,熟練した労働者,labor
1098,go into ____,陣痛が始まる,labor
1099,stop ____,働き過ぎをやめる,overworking
1099,____ the employees,従業員を働かせすぎる,overwork
1099,____ made him ill.,彼は過労で病気になった。,Overwork
1100,a law ____,法律事務所,firm
1100,I am a ____ believer in fate.,私は運命をとても強く信じている。,firm
1100,____ muscles,引き締まった筋肉,firm
1101,a ____ member,労働組合員,union
1101,a ____ of two cities,2都市の合併,union
1101,the former Soviet ____,旧ソビエト連邦,Union
1102,school ____,学校運営,administration
1102,municipal ____,市政(市の行政),administration
1102,the Trump ____,トランプ政権,administration
1103,a ____ to the president,社長秘書,secretary
1103,the ____ General,(国連などの)事務総長,Secretary
1104,the ____ of The Japan News,『ジャパンニュース』の編集長,editor
1105,The lawyer met a ____ yesterday.,その弁護士は依頼人と昨日会った.,client
1105,one of our oldest ____,最も古くからの取引先の1つ,clients
1106,____ a new band member,新規のバンドのメンバーを入れる,recruit
1106,a training camp for ____,新兵訓練所,recruits
1107,____ ____ ____ ____ a new theory,新しい理論を根拠にして,on the basis of
1107,The wages are paid on a weekly ____.,賃金は毎週(週を基準にして)支払われる.,basis
1108,a key ____ of his success,彼の成功のかぎとなる要素,element
1108,be exposed to ____ ____,悪天候にさらされる,the elements
1108,____ ____ ____ truth,いくらかの真理,an element of
1109,Fifty states ____ the USA.,50の州が米国を構成している.,constitute
1109,The rise in internet crime ____ a threat to society.,インターネット犯罪の増加は社会に対する脅威である.,constitutes
1110,____ the country,国を統一する,unify
1111,____ a diet ____ exercise,ダイエットを運動と結びつける,combine with
1111,Hydrogen and oxygen ____ to form water. (*「結果」の to不定詞.),水素と酸素が結びついて水を作る.,combine
1112,____ in fighting poverty,貧困撲滅で団結する,unite
1112,Our party is closely ____.,我が党は結束が固い(きっちりと団結させられている).,united
1113,a strong ____ ____ reading and academic success,読書と学業の成功との強い関連,link between
1113,Physical health is closely ____ to mental health.,"肉体の健康は精神の健康に密接に関連している,",linked
1114,Your arguments are not ____ ____ this discussion.,君の主張はこの議論と関連がない.,relevant to
1115,a brutal ____,残忍な殺人,murder
1115,a ____ case,殺人事件,murder
1115,The king was ____.,その王は殺された.,murdered
1116,____ a man for shoplifting,万引きで男を逮捕する,arrest
1116,go into cardiopulmonary ____,心肺停止に陥る,arrest
1117,Eric is ____ ____.,エリックは服役中(刑務所の中)だ.,in prison
1118,fight against ____ on the streets,街の犯罪と戦う,vice
1118,Gambling is his only ____.,ギャンブルが彼の唯一の悪い所だ.,vice
1118,the ____ president,副大統領,vice
